FilePath,FileName,ShortName,ImageDate
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00034.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00035.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00036.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00037.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00038.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00039.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00040.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00041.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00042.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00043.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00044.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00045.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00046.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00047.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00048.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00049.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00050.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00051.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00052.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00053.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00054.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00055.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00056.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00057.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00058.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00059.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00060.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00061.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00062.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00063.JPG,lawn mower,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00064.JPG,lawn mower,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00065.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00066.JPG,lawn mower,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00067.JPG,lawn mower,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00068.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00069.JPG,lawn mower,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00070.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00071.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00072.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00073.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00074.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00074.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00075.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00075.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00076.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00076.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00077.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00078.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00079.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00080.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00081.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00082.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00083.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00084.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00085.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00086.JPG,dog,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00086.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00087.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00088.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00089.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00090.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00091.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00092.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00093.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00094.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00095.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00096.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00097.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00098.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00099.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00100.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00101.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00102.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00103.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_00104.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-MOP1\,CHIL - D02-MOP1-JU17_02117.JPG,human,27-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00001.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00002.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00003.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00004.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00005.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00006.JPG,dog,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00007.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00008.JPG,raccoon,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00009.JPG,unknown,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00010.JPG,raccoon,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00011.JPG,raccoon,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00012.JPG,empty,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00013.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00014.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00015.JPG,human,13-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00016.JPG,empty,14-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00017.JPG,human,14-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00017.JPG,cat,14-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00018.JPG,empty,14-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00019.JPG,empty,15-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00020.JPG,cat,16-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00021.JPG,empty,17-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00022.JPG,e. cottontail,17-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00023.JPG,empty,17-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00024.JPG,cat,17-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00025.JPG,e. cottontail,18-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00026.JPG,e. cottontail,18-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00027.JPG,empty,18-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00028.JPG,human,22-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00029.JPG,bird,23-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00030.JPG,bird,23-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00030.JPG,gray squirrel,23-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00031.JPG,bird,23-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00032.JPG,bird,23-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00033.JPG,human,27-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D02-HUP2\,CHIL - D02-HUP2-JU17_00034.JPG,empty,27-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00001.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00002.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00003.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00004.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00005.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00006.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00007.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00008.JPG,w. t. deer,11-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00009.JPG,w. t. deer,19-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00010.JPG,w. t. deer,19-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00011.JPG,coyote,21-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00012.JPG,fox squirrel,21-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00013.JPG,fox squirrel,21-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00014.JPG,fox squirrel,21-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00015.JPG,fox squirrel,21-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00016.JPG,fox squirrel,22-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00017.JPG,fox squirrel,22-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00018.JPG,raccoon,22-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00019.JPG,human,25-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-MAC1\,CHIL - D10-MAC1-JU17_00020.JPG,human,25-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00001.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00002.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00003.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00004.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00005.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00006.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00007.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00008.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00009.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00010.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00011.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00012.JPG,empty,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00013.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00014.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00015.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00016.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00017.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00018.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00019.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00020.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00021.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00022.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00023.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00024.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00025.JPG,human,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00026.JPG,unknown,10-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00027.JPG,v. opossum,14-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00028.JPG,v. opossum,15-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00029.JPG,human,25-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00030.JPG,human,25-Jul-17
Z:\TransectTrailCamPics\SU17\DPT\D10-VHC1\,CHIL - D10-VHC1-JU17_00031.JPG,human,25-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00001.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00002.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00003.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00004.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00005.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00006.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00007.JPG,empty,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00008.JPG,dog,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00009.JPG,dog,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00009.JPG,human,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00010.JPG,gray squirrel,12-Jul-17
Z:\TransectTrailCamPics\SU17\JNT\J01-SEP1\,CHIL - J01-SEP1-JU17_00011.JPG,empty,12-Jul-17
